/home/cpaliard/Documents/stylegan2-ada-pytorch/projector.py:226: DeprecationWarning: LANCZOS is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.LANCZOS instead.
  target_pil = target_pil.resize((G.img_resolution, G.img_resolution), PIL.Image.LANCZOS)
Loading networks from "https://nvlabs-fi-cdn.nvidia.com/stylegan2-ada-pytorch/pretrained/ffhq.pkl"...
Computing W midpoint and stddev using 1 samples...
Setting up PyTorch plugin "bias_act_plugin"... Done.
Setting up PyTorch plugin "upfirdn2d_plugin"... /home/cpaliard/miniconda3/envs/sg_env/lib/python3.10/site-packages/torch/nn/modules/module.py:1130: UserWarning: operator() profile_node %106 : int = prim::profile_ivalue(%104)
 does not have profile information (Triggered internally at  ../torch/csrc/jit/codegen/cuda/graph_fuser.cpp:104.)
step  565/1000: dist 0.2070 loss 13.6234
step  566/1000: dist 0.2028 loss 21.7934
step  567/1000: dist 0.2063 loss 25.4372
step  568/1000: dist 0.2046 loss 29.7175
step  569/1000: dist 0.2027 loss 31.7623
step  570/1000: dist 0.2042 loss 23.4760
step  571/1000: dist 0.2039 loss 13.2162
step  572/1000: dist 0.2026 loss 14.2352
step  573/1000: dist 0.2027 loss 20.3344
step  574/1000: dist 0.2038 loss 17.9887
step  575/1000: dist 0.2014 loss 8.5318
step  576/1000: dist 0.2010 loss 5.0901
step  577/1000: dist 0.2033 loss 10.3323
step  578/1000: dist 0.2028 loss 13.9724
step  579/1000: dist 0.2034 loss 11.6913
step  580/1000: dist 0.2037 loss 11.2259
step  581/1000: dist 0.2026 loss 16.9847
step  582/1000: dist 0.2010 loss 23.4731
step  583/1000: dist 0.2030 loss 27.2186
step  584/1000: dist 0.2026 loss 28.2968
step  585/1000: dist 0.2039 loss 26.0284
step  586/1000: dist 0.2034 loss 20.8596
step  587/1000: dist 0.2028 loss 15.4757
step  588/1000: dist 0.2077 loss 11.6058
step  589/1000: dist 0.2038 loss 9.3577
step  590/1000: dist 0.2066 loss 9.5428
step  591/1000: dist 0.2049 loss 10.5752
step  592/1000: dist 0.2033 loss 8.6918
step  593/1000: dist 0.2026 loss 5.4690
step  594/1000: dist 0.2026 loss 5.6731
step  595/1000: dist 0.2018 loss 7.2216
step  596/1000: dist 0.2014 loss 5.6627
step  597/1000: dist 0.2021 loss 3.6783
step  598/1000: dist 0.2031 loss 5.2460
step  599/1000: dist 0.2022 loss 7.2877
step  600/1000: dist 0.2006 loss 7.3520
step  601/1000: dist 0.2025 loss 9.3911
step  602/1000: dist 0.2013 loss 15.6104
step  603/1000: dist 0.2051 loss 21.5705
step  604/1000: dist 0.2016 loss 22.0789
step  605/1000: dist 0.2019 loss 15.7552
step  606/1000: dist 0.2013 loss 6.5226
step  607/1000: dist 0.2034 loss 2.1799
step  608/1000: dist 0.2002 loss 5.7760
step  609/1000: dist 0.2034 loss 10.4787
step  610/1000: dist 0.2034 loss 7.9892
step  611/1000: dist 0.2035 loss 1.8975
step  612/1000: dist 0.2043 loss 1.9392
step  613/1000: dist 0.2089 loss 6.2393
step  614/1000: dist 0.2057 loss 5.5804
step  615/1000: dist 0.2049 loss 1.3209
step  616/1000: dist 0.2058 loss 1.6487
step  617/1000: dist 0.2068 loss 4.7459
step  618/1000: dist 0.2025 loss 3.9229
step  619/1000: dist 0.2029 loss 1.9235
step  620/1000: dist 0.2043 loss 4.0971
step  621/1000: dist 0.2027 loss 7.4529
step  622/1000: dist 0.2022 loss 8.9204
step  623/1000: dist 0.2032 loss 12.1093
step  624/1000: dist 0.2026 loss 17.5366
step  625/1000: dist 0.2017 loss 18.9474
step  626/1000: dist 0.2008 loss 14.0606
step  627/1000: dist 0.2014 loss 9.3606
step  628/1000: dist 0.1995 loss 11.5720
step  629/1000: dist 0.1999 loss 20.6145
step  630/1000: dist 0.2010 loss 29.3595
step  631/1000: dist 0.2006 loss 26.7729
step  632/1000: dist 0.1994 loss 11.6479
step  633/1000: dist 0.1997 loss 1.0874
step  634/1000: dist 0.2006 loss 6.5771
step  635/1000: dist 0.2001 loss 14.7240
step  636/1000: dist 0.1998 loss 10.1683
step  637/1000: dist 0.2001 loss 1.4499
step  638/1000: dist 0.2026 loss 3.5288
step  639/1000: dist 0.2009 loss 9.1465
step  640/1000: dist 0.2010 loss 5.6133
step  641/1000: dist 0.2021 loss 0.5865
step  642/1000: dist 0.1997 loss 3.7182
step  643/1000: dist 0.2027 loss 6.2024
step  644/1000: dist 0.2020 loss 2.2342
step  645/1000: dist 0.2042 loss 1.1154
step  646/1000: dist 0.1983 loss 4.5040
step  647/1000: dist 0.2047 loss 4.2896
step  648/1000: dist 0.1998 loss 2.6706
step  649/1000: dist 0.2015 loss 5.7042
step  650/1000: dist 0.1996 loss 9.8687
step  651/1000: dist 0.2005 loss 13.7429
step  652/1000: dist 0.1993 loss 21.6098
step  653/1000: dist 0.1994 loss 30.6666
step  654/1000: dist 0.2008 loss 31.0891
step  655/1000: dist 0.1993 loss 21.8605
step  656/1000: dist 0.2021 loss 12.7049
step  657/1000: dist 0.1987 loss 14.0735
step  658/1000: dist 0.2018 loss 22.8428
step  659/1000: dist 0.2006 loss 26.1544
step  660/1000: dist 0.1991 loss 21.7687
step  661/1000: dist 0.2002 loss 18.5053
step  662/1000: dist 0.2002 loss 16.2889
step  663/1000: dist 0.2002 loss 8.8497
step  664/1000: dist 0.1999 loss 4.1944
step  665/1000: dist 0.1976 loss 9.8197
step  666/1000: dist 0.2018 loss 12.8714
step  667/1000: dist 0.2013 loss 5.5279
step  668/1000: dist 0.2014 loss 2.1118
step  669/1000: dist 0.1999 loss 7.4720
step  670/1000: dist 0.2021 loss 7.9772
step  671/1000: dist 0.2024 loss 2.2987
step  672/1000: dist 0.1993 loss 1.9482
step  673/1000: dist 0.1999 loss 5.4748
step  674/1000: dist 0.2006 loss 4.7849
step  675/1000: dist 0.1997 loss 2.3684
step  676/1000: dist 0.2017 loss 2.7450
step  677/1000: dist 0.2006 loss 4.2541
step  678/1000: dist 0.1999 loss 5.2281
step  679/1000: dist 0.2007 loss 6.5328
step  680/1000: dist 0.2002 loss 9.1583
step  681/1000: dist 0.2024 loss 13.6112
step  682/1000: dist 0.2042 loss 17.7172
step  683/1000: dist 0.2022 loss 18.3523
step  684/1000: dist 0.1998 loss 14.4456
step  685/1000: dist 0.2046 loss 9.1120
step  686/1000: dist 0.2014 loss 7.2278
step  687/1000: dist 0.2025 loss 11.9192
step  688/1000: dist 0.2032 loss 18.4983
step  689/1000: dist 0.2012 loss 17.6430
step  690/1000: dist 0.2005 loss 9.5912
step  691/1000: dist 0.2029 loss 3.8582
step  692/1000: dist 0.2002 loss 3.9384
step  693/1000: dist 0.1986 loss 5.3018
step  694/1000: dist 0.2000 loss 5.4029
step  695/1000: dist 0.2003 loss 5.3299
step  696/1000: dist 0.1978 loss 4.9446
step  697/1000: dist 0.1986 loss 3.4909
step  698/1000: dist 0.1981 loss 2.0576
step  699/1000: dist 0.1975 loss 2.3056
step  700/1000: dist 0.1991 loss 3.9165
step  701/1000: dist 0.1974 loss 4.2948
step  702/1000: dist 0.1984 loss 2.8450
step  703/1000: dist 0.1980 loss 2.8662
step  704/1000: dist 0.1972 loss 6.2684
step  705/1000: dist 0.2000 loss 10.5890
step  706/1000: dist 0.1990 loss 14.2380
step  707/1000: dist 0.1982 loss 18.8121
step  708/1000: dist 0.2000 loss 22.3273
step  709/1000: dist 0.1992 loss 17.7692
step  710/1000: dist 0.2004 loss 6.6462
step  711/1000: dist 0.1986 loss 1.6760
step  712/1000: dist 0.2000 loss 7.3428
step  713/1000: dist 0.1979 loss 13.9338
step  714/1000: dist 0.2000 loss 14.4631
step  715/1000: dist 0.1977 loss 15.2664
step  716/1000: dist 0.2001 loss 24.8747
step  717/1000: dist 0.2020 loss 38.8511
step  718/1000: dist 0.2001 loss 45.4450
step  719/1000: dist 0.1993 loss 38.0414
step  720/1000: dist 0.2006 loss 22.8420
step  721/1000: dist 0.1977 loss 11.1404
step  722/1000: dist 0.1977 loss 11.0590
step  723/1000: dist 0.1986 loss 17.1808
step  724/1000: dist 0.1963 loss 16.0609
step  725/1000: dist 0.1985 loss 8.0982
step  726/1000: dist 0.1968 loss 6.1016
step  727/1000: dist 0.1954 loss 10.7750
step  728/1000: dist 0.1973 loss 9.6140
step  729/1000: dist 0.1954 loss 3.7678
step  730/1000: dist 0.1965 loss 4.8912
step  731/1000: dist 0.1960 loss 8.2056
step  732/1000: dist 0.1974 loss 4.4460
step  733/1000: dist 0.1981 loss 1.8918
step  734/1000: dist 0.1979 loss 5.5427
step  735/1000: dist 0.1984 loss 5.2951
step  736/1000: dist 0.1975 loss 1.7748
step  737/1000: dist 0.1979 loss 4.1904
step  738/1000: dist 0.1975 loss 7.5406
step  739/1000: dist 0.1973 loss 7.3470
step  740/1000: dist 0.1994 loss 12.1051
step  741/1000: dist 0.1998 loss 22.6696
step  742/1000: dist 0.1996 loss 30.9996
step  743/1000: dist 0.2021 loss 34.9390
step  744/1000: dist 0.1997 loss 32.0124
step  745/1000: dist 0.2038 loss 24.1457
step  746/1000: dist 0.2023 loss 21.8553
step  747/1000: dist 0.2043 loss 24.8979
step  748/1000: dist 0.2030 loss 21.0936
step  749/1000: dist 0.2034 loss 15.8495
step  750/1000: dist 0.2102 loss 23.2449
step  751/1000: dist 0.2014 loss 32.0401
step  752/1000: dist 0.2068 loss 21.9197
step  753/1000: dist 0.2056 loss 4.9666
step  754/1000: dist 0.2077 loss 4.3763
step  755/1000: dist 0.2041 loss 12.9435
step  756/1000: dist 0.2069 loss 12.9544
step  757/1000: dist 0.2009 loss 8.0589
step  758/1000: dist 0.2045 loss 6.9688
step  759/1000: dist 0.1995 loss 6.8917
step  760/1000: dist 0.2075 loss 7.0303
step  761/1000: dist 0.2035 loss 9.6227
step  762/1000: dist 0.2070 loss 11.0196
step  763/1000: dist 0.2042 loss 10.9306
step  764/1000: dist 0.2028 loss 13.5705
step  765/1000: dist 0.2027 loss 15.8061
step  766/1000: dist 0.2025 loss 12.3814
step  767/1000: dist 0.2008 loss 6.3894
step  768/1000: dist 0.1999 loss 2.6165
step  769/1000: dist 0.2008 loss 2.8348
step  770/1000: dist 0.2001 loss 5.7145
step  771/1000: dist 0.2014 loss 6.5701
step  772/1000: dist 0.1976 loss 4.1919
step  773/1000: dist 0.1983 loss 2.6786
step  774/1000: dist 0.2005 loss 3.0579
step  775/1000: dist 0.1983 loss 3.9464
step  776/1000: dist 0.1991 loss 5.7406
step  777/1000: dist 0.1982 loss 7.0747
step  778/1000: dist 0.1979 loss 7.6469
step  779/1000: dist 0.1976 loss 10.6957
step  780/1000: dist 0.1987 loss 14.2211
step  781/1000: dist 0.1981 loss 12.7339
step  782/1000: dist 0.1985 loss 6.9279
step  783/1000: dist 0.1986 loss 2.5317
step  784/1000: dist 0.1959 loss 1.7932
step  785/1000: dist 0.1983 loss 3.4409
step  786/1000: dist 0.1977 loss 5.0866
step  787/1000: dist 0.1959 loss 4.5396
step  788/1000: dist 0.1964 loss 2.1025
step  789/1000: dist 0.1951 loss 0.7574
step  790/1000: dist 0.1962 loss 2.1234
step  791/1000: dist 0.1957 loss 3.3615
step  792/1000: dist 0.1965 loss 1.8727
step  793/1000: dist 0.1955 loss 0.3439
step  794/1000: dist 0.1958 loss 1.2617
step  795/1000: dist 0.1961 loss 2.1565
step  796/1000: dist 0.1963 loss 1.1610
step  797/1000: dist 0.1972 loss 0.3355
step  798/1000: dist 0.1954 loss 0.9916
step  799/1000: dist 0.1964 loss 1.3952
step  800/1000: dist 0.1956 loss 0.6296
step  801/1000: dist 0.1968 loss 0.3151
step  802/1000: dist 0.1965 loss 0.9028
step  803/1000: dist 0.1966 loss 0.8422
step  804/1000: dist 0.1970 loss 0.2790
step  805/1000: dist 0.1977 loss 0.4637
step  806/1000: dist 0.1979 loss 0.7326
step  807/1000: dist 0.1964 loss 0.3873
step  808/1000: dist 0.1980 loss 0.2733
step  809/1000: dist 0.1959 loss 0.5290
step  810/1000: dist 0.1976 loss 0.4322
step  811/1000: dist 0.1961 loss 0.2297
step  812/1000: dist 0.1940 loss 0.3761
step  813/1000: dist 0.1947 loss 0.4029
step  814/1000: dist 0.1961 loss 0.2281
step  815/1000: dist 0.1962 loss 0.2959
step  816/1000: dist 0.1952 loss 0.3543
step  817/1000: dist 0.1951 loss 0.2275
step  818/1000: dist 0.1942 loss 0.2537
step  819/1000: dist 0.1960 loss 0.3084
step  820/1000: dist 0.1950 loss 0.2235
step  821/1000: dist 0.1942 loss 0.2341
step  822/1000: dist 0.1945 loss 0.2729
step  823/1000: dist 0.1951 loss 0.2157
step  824/1000: dist 0.1944 loss 0.2238
step  825/1000: dist 0.1941 loss 0.2495
step  826/1000: dist 0.1938 loss 0.2051
step  827/1000: dist 0.1943 loss 0.2199
step  828/1000: dist 0.1950 loss 0.2321
step  829/1000: dist 0.1941 loss 0.1990
step  830/1000: dist 0.1938 loss 0.2186
step  831/1000: dist 0.1936 loss 0.2142
step  832/1000: dist 0.1935 loss 0.1978
step  833/1000: dist 0.1936 loss 0.2152
step  834/1000: dist 0.1942 loss 0.2029
step  835/1000: dist 0.1934 loss 0.2006
step  836/1000: dist 0.1940 loss 0.2089
step  837/1000: dist 0.1933 loss 0.1965
step  838/1000: dist 0.1935 loss 0.2026
step  839/1000: dist 0.1932 loss 0.2009
step  840/1000: dist 0.1941 loss 0.1968
step  841/1000: dist 0.1960 loss 0.2042
step  842/1000: dist 0.1940 loss 0.1967
step  843/1000: dist 0.1944 loss 0.1988
step  844/1000: dist 0.1963 loss 0.2010
step  845/1000: dist 0.1980 loss 0.1995
step  846/1000: dist 0.1939 loss 0.1985
step  847/1000: dist 0.1957 loss 0.1971
step  848/1000: dist 0.1964 loss 0.1991
step  849/1000: dist 0.1950 loss 0.1972
step  850/1000: dist 0.1942 loss 0.1954
step  851/1000: dist 0.1958 loss 0.1982
step  852/1000: dist 0.1943 loss 0.1950
step  853/1000: dist 0.1939 loss 0.1957
step  854/1000: dist 0.1949 loss 0.1957
step  855/1000: dist 0.1937 loss 0.1948
step  856/1000: dist 0.1941 loss 0.1951
step  857/1000: dist 0.1933 loss 0.1939
step  858/1000: dist 0.1938 loss 0.1948
step  859/1000: dist 0.1934 loss 0.1937
step  860/1000: dist 0.1932 loss 0.1941
step  861/1000: dist 0.1928 loss 0.1930
step  862/1000: dist 0.1935 loss 0.1942
step  863/1000: dist 0.1927 loss 0.1929
step  864/1000: dist 0.1919 loss 0.1924
step  865/1000: dist 0.1932 loss 0.1934
step  866/1000: dist 0.1934 loss 0.1938
step  867/1000: dist 0.1924 loss 0.1926
step  868/1000: dist 0.1924 loss 0.1926
step  869/1000: dist 0.1935 loss 0.1937
step  870/1000: dist 0.1928 loss 0.1929
step  871/1000: dist 0.1916 loss 0.1917
step  872/1000: dist 0.1924 loss 0.1925
step  873/1000: dist 0.1926 loss 0.1927
step  874/1000: dist 0.1916 loss 0.1917
step  875/1000: dist 0.1918 loss 0.1919
step  876/1000: dist 0.1916 loss 0.1917
step  877/1000: dist 0.1921 loss 0.1921
step  878/1000: dist 0.1910 loss 0.1911
step  879/1000: dist 0.1913 loss 0.1913
step  880/1000: dist 0.1913 loss 0.1914
step  881/1000: dist 0.1913 loss 0.1914
step  882/1000: dist 0.1908 loss 0.1909
step  883/1000: dist 0.1910 loss 0.1910
step  884/1000: dist 0.1910 loss 0.1911
step  885/1000: dist 0.1909 loss 0.1909
step  886/1000: dist 0.1911 loss 0.1911
step  887/1000: dist 0.1913 loss 0.1913
step  888/1000: dist 0.1908 loss 0.1908
step  889/1000: dist 0.1909 loss 0.1909
step  890/1000: dist 0.1909 loss 0.1910
step  891/1000: dist 0.1909 loss 0.1910
step  892/1000: dist 0.1909 loss 0.1909
step  893/1000: dist 0.1906 loss 0.1906
step  894/1000: dist 0.1907 loss 0.1907
step  895/1000: dist 0.1905 loss 0.1906
step  896/1000: dist 0.1906 loss 0.1907
step  897/1000: dist 0.1903 loss 0.1903
step  898/1000: dist 0.1905 loss 0.1905
step  899/1000: dist 0.1908 loss 0.1908
step  900/1000: dist 0.1903 loss 0.1903
step  901/1000: dist 0.1907 loss 0.1907
step  902/1000: dist 0.1903 loss 0.1903
step  903/1000: dist 0.1905 loss 0.1905
step  904/1000: dist 0.1902 loss 0.1902
step  905/1000: dist 0.1902 loss 0.1902
step  906/1000: dist 0.1903 loss 0.1903
step  907/1000: dist 0.1900 loss 0.1900
step  908/1000: dist 0.1902 loss 0.1902
step  909/1000: dist 0.1901 loss 0.1901
step  910/1000: dist 0.1901 loss 0.1901
step  911/1000: dist 0.1901 loss 0.1901
step  912/1000: dist 0.1900 loss 0.1900
step  913/1000: dist 0.1902 loss 0.1902
step  914/1000: dist 0.1900 loss 0.1900
step  915/1000: dist 0.1901 loss 0.1901
step  916/1000: dist 0.1898 loss 0.1898
step  917/1000: dist 0.1899 loss 0.1899
step  918/1000: dist 0.1899 loss 0.1899
step  919/1000: dist 0.1898 loss 0.1898
step  920/1000: dist 0.1897 loss 0.1897
step  921/1000: dist 0.1898 loss 0.1898
step  922/1000: dist 0.1897 loss 0.1897
step  923/1000: dist 0.1897 loss 0.1897
step  924/1000: dist 0.1898 loss 0.1898
step  925/1000: dist 0.1896 loss 0.1896
step  926/1000: dist 0.1896 loss 0.1896
step  927/1000: dist 0.1897 loss 0.1897
step  928/1000: dist 0.1896 loss 0.1896
step  929/1000: dist 0.1896 loss 0.1896
step  930/1000: dist 0.1896 loss 0.1896
step  931/1000: dist 0.1895 loss 0.1895
step  932/1000: dist 0.1895 loss 0.1895
step  933/1000: dist 0.1896 loss 0.1896
step  934/1000: dist 0.1896 loss 0.1896
step  935/1000: dist 0.1895 loss 0.1895
step  936/1000: dist 0.1895 loss 0.1895
step  937/1000: dist 0.1895 loss 0.1895
step  938/1000: dist 0.1895 loss 0.1895
step  939/1000: dist 0.1894 loss 0.1894
step  940/1000: dist 0.1894 loss 0.1894
step  941/1000: dist 0.1894 loss 0.1894
step  942/1000: dist 0.1894 loss 0.1894
step  943/1000: dist 0.1893 loss 0.1893
step  944/1000: dist 0.1894 loss 0.1894
step  945/1000: dist 0.1894 loss 0.1894
step  946/1000: dist 0.1893 loss 0.1893
step  947/1000: dist 0.1893 loss 0.1893
step  948/1000: dist 0.1893 loss 0.1893
step  949/1000: dist 0.1893 loss 0.1893
step  950/1000: dist 0.1893 loss 0.1893
step  951/1000: dist 0.1893 loss 0.1893
step  952/1000: dist 0.1893 loss 0.1893
step  953/1000: dist 0.1893 loss 0.1893
step  954/1000: dist 0.1893 loss 0.1893
step  955/1000: dist 0.1893 loss 0.1893
step  956/1000: dist 0.1893 loss 0.1893
step  957/1000: dist 0.1893 loss 0.1893
step  958/1000: dist 0.1893 loss 0.1893
step  959/1000: dist 0.1893 loss 0.1893
step  960/1000: dist 0.1892 loss 0.1892
step  961/1000: dist 0.1892 loss 0.1893
step  962/1000: dist 0.1893 loss 0.1893
step  963/1000: dist 0.1892 loss 0.1892
step  964/1000: dist 0.1892 loss 0.1892
step  965/1000: dist 0.1892 loss 0.1892
step  966/1000: dist 0.1892 loss 0.1892
step  967/1000: dist 0.1892 loss 0.1892
step  968/1000: dist 0.1892 loss 0.1892
step  969/1000: dist 0.1892 loss 0.1892
step  970/1000: dist 0.1892 loss 0.1892
step  971/1000: dist 0.1892 loss 0.1892
step  972/1000: dist 0.1892 loss 0.1892
step  973/1000: dist 0.1892 loss 0.1892
step  974/1000: dist 0.1892 loss 0.1892
step  975/1000: dist 0.1892 loss 0.1892
step  976/1000: dist 0.1892 loss 0.1892
step  977/1000: dist 0.1892 loss 0.1892
step  978/1000: dist 0.1892 loss 0.1892
step  979/1000: dist 0.1892 loss 0.1892
step  980/1000: dist 0.1892 loss 0.1892
step  981/1000: dist 0.1892 loss 0.1892
step  982/1000: dist 0.1892 loss 0.1892
step  983/1000: dist 0.1892 loss 0.1892
step  984/1000: dist 0.1892 loss 0.1892
step  985/1000: dist 0.1892 loss 0.1892
step  986/1000: dist 0.1892 loss 0.1892
step  987/1000: dist 0.1892 loss 0.1892
step  988/1000: dist 0.1892 loss 0.1892
step  989/1000: dist 0.1892 loss 0.1892
step  990/1000: dist 0.1892 loss 0.1892
step  991/1000: dist 0.1892 loss 0.1892
step  992/1000: dist 0.1892 loss 0.1892
step  993/1000: dist 0.1892 loss 0.1892
step  994/1000: dist 0.1892 loss 0.1892
step  995/1000: dist 0.1892 loss 0.1892
step  996/1000: dist 0.1892 loss 0.1892
step  997/1000: dist 0.1892 loss 0.1892
step  998/1000: dist 0.1892 loss 0.1892
step  999/1000: dist 0.1892 loss 0.1892
step 1000/1000: dist 0.1892 loss 0.1892
Elapsed: 91.5 s
/home/cpaliard/Documents/stylegan2-ada-pytorch/projector.py:226: DeprecationWarning: LANCZOS is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.LANCZOS instead.
  target_pil = target_pil.resize((G.img_resolution, G.img_resolution), PIL.Image.LANCZOS)
Loading networks from "https://nvlabs-fi-cdn.nvidia.com/stylegan2-ada-pytorch/pretrained/ffhq.pkl"...
Computing W midpoint and stddev using 1 samples...
Setting up PyTorch plugin "bias_act_plugin"... Done.
Setting up PyTorch plugin "upfirdn2d_plugin"... /home/cpaliard/miniconda3/envs/sg_env/lib/python3.10/site-packages/torch/nn/modules/module.py:1130: UserWarning: operator() profile_node %106 : int = prim::profile_ivalue(%104)
 does not have profile information (Triggered internally at  ../torch/csrc/jit/codegen/cuda/graph_fuser.cpp:104.)
  return forward_call(*input, **kwargs)
/home/cpaliard/miniconda3/envs/sg_env/lib/python3.10/site-packages/torch/nn/modules/module.py:1130: UserWarning: concrete shape for bias input is required to decompose into conv + bias (Triggered internally at  ../torch/csrc/jit/codegen/cuda/graph_fuser.cpp:2233.)
  return forward_call(*input, **kwargs)
Done.
step    1/1000: dist 0.6082 loss 6159.0601
step    2/1000: dist 0.6082 loss 10842.5029
step    3/1000: dist 0.6059 loss 10505.8926
step    4/1000: dist 0.6007 loss 9861.0117
step    5/1000: dist 0.5931 loss 8969.5234
step    6/1000: dist 0.5831 loss 7890.0332
step    7/1000: dist 0.5717 loss 6693.4688
step    8/1000: dist 0.5577 loss 5457.3984
step    9/1000: dist 0.5459 loss 4275.7695
step   10/1000: dist 0.5365 loss 3243.5938
step   11/1000: dist 0.5271 loss 2428.5420
step   12/1000: dist 0.5191 loss 1866.1140
step   13/1000: dist 0.5097 loss 1578.4553
step   14/1000: dist 0.5026 loss 1513.3905
step   15/1000: dist 0.4961 loss 1583.9343
step   16/1000: dist 0.4876 loss 1707.6010
step   17/1000: dist 0.4788 loss 1815.7098
step   18/1000: dist 0.4684 loss 1899.8756
step   19/1000: dist 0.4614 loss 1942.6914
step   20/1000: dist 0.4523 loss 1911.4979
step   21/1000: dist 0.4414 loss 1799.2218
step   22/1000: dist 0.4325 loss 1642.3041
step   23/1000: dist 0.4214 loss 1458.6766
step   24/1000: dist 0.4113 loss 1284.3066
step   25/1000: dist 0.4021 loss 1147.2528
step   26/1000: dist 0.3938 loss 1030.9949
step   27/1000: dist 0.3882 loss 919.7437
step   28/1000: dist 0.3854 loss 822.6171
step   29/1000: dist 0.3820 loss 749.8445
step   30/1000: dist 0.3750 loss 700.5522
step   31/1000: dist 0.3668 loss 662.2340
step   32/1000: dist 0.3570 loss 621.8092
step   33/1000: dist 0.3530 loss 558.8872
step   34/1000: dist 0.3558 loss 463.9847
step   35/1000: dist 0.3522 loss 359.9070
step   36/1000: dist 0.3447 loss 299.3512
step   37/1000: dist 0.3360 loss 317.5895
step   38/1000: dist 0.3285 loss 382.9635
step   39/1000: dist 0.3277 loss 439.7432
step   40/1000: dist 0.3286 loss 454.3645
step   41/1000: dist 0.3246 loss 402.6086
step   42/1000: dist 0.3183 loss 307.8771
step   43/1000: dist 0.3167 loss 221.4335
step   44/1000: dist 0.3164 loss 188.3024
step   45/1000: dist 0.3148 loss 178.3478
step   46/1000: dist 0.3120 loss 182.8001
step   47/1000: dist 0.3100 loss 205.6114
step   48/1000: dist 0.3086 loss 196.3523
step   49/1000: dist 0.3090 loss 130.7815
step   50/1000: dist 0.3057 loss 90.3643
step   51/1000: dist 0.3016 loss 113.3400
step   52/1000: dist 0.3012 loss 122.6126
step   53/1000: dist 0.3022 loss 139.9334
step   54/1000: dist 0.2994 loss 153.2286
step   55/1000: dist 0.2975 loss 123.7029
step   56/1000: dist 0.3010 loss 110.7090
step   57/1000: dist 0.3008 loss 75.1486
step   58/1000: dist 0.2934 loss 41.3060
step   59/1000: dist 0.2939 loss 35.0713
step   60/1000: dist 0.2934 loss 26.2060
step   61/1000: dist 0.2864 loss 40.0864
step   62/1000: dist 0.2844 loss 51.3971
step   63/1000: dist 0.2856 loss 57.0151
step   64/1000: dist 0.2834 loss 49.3022
step   65/1000: dist 0.2847 loss 32.8619
step   66/1000: dist 0.2820 loss 26.8912
step   67/1000: dist 0.2794 loss 25.2242
step   68/1000: dist 0.2795 loss 29.0022
